,@BBCWorld_compound,@CBSNews_compound,@CNN_compound,@FoxNews_compound,@nytimes_compound,@BBCWorld_positive,@CBSNews_positive,@CNN_positive,@FoxNews_positive,@nytimes_positive,@BBCWorld,@CBSNews,@CNN,@FoxNews,@nytimes,@BBCWorld_neutral,@CBSNews_neutral,@CNN_neutral,@FoxNews_neutral,@nytimes_neutral,@BBCWorld_id,@CBSNews_id,@CNN_id,@FoxNews_id,@nytimes_id,@BBCWorld_timestamp,@CBSNews_timestamp,@CNN_timestamp,@FoxNews_timestamp,@nytimes_timestamp,@BBCWorld_fulltext,@CBSNews_fulltext,@CNN_fulltext,@FoxNews_fulltext,@nytimes_fulltext
75,0.4404,-0.6705,-0.4215,0.0,0.0,0.225,0.0,0.191,0.0,0.0,0.0,0.333,0.253,0.0,0.0,0.775,0.667,0.556,1.0,1.0,1027672471720407046,1028038226882252800,1028050488128937984,1028103206549766144,1028004574836219904,2018-08-09 21:46:25+00:00,2018-08-10 21:59:47+00:00,2018-08-10 22:48:31+00:00,2018-08-11 02:18:00+00:00,2018-08-10 19:46:04+00:00,Space Force: Trump 2020 asks supporters to vote on logo https://t.co/wZnCK4xPDU,"Has Nintendo killed off Luigi, Mario's younger brother? https://t.co/rYx1GagEN1 https://t.co/aoOZagEhlj",A jury has awarded $289 million in damages to a man who said he got terminal cancer from Monsanto's popular weedkil… https://t.co/VPdVAzMOGQ,ObamaCare Double Whammy: Two big Trump changes could spur insurance exchange exodus https://t.co/OQIQF38Ut1,"Alexandria Ocasio-Cortez was offered $10,000 by Ben Shapiro, a conservative blogger and speaker, to debate him. She… https://t.co/WbsJUduzGS"
76,0.3182,0.5574,0.5859,0.5574,0.0,0.112,0.184,0.202,0.194,0.0,0.058,0.0,0.0,0.0,0.0,0.83,0.816,0.798,0.806,1.0,1027672328828792833,1028034408798973952,1028048624327057408,1028101693693722624,1028000795244023808,2018-08-09 21:45:51+00:00,2018-08-10 21:44:37+00:00,2018-08-10 22:41:06+00:00,2018-08-11 02:11:59+00:00,2018-08-10 19:31:03+00:00,RT @bbclysedoucet: @sweet_est_pea This is a crucial issue. Many do believe the extent of #iran 's role in exaggerated. Yes they do provide…,Brett Kavanaugh's confirmation hearings will begin less than a month before the new Supreme Court session starts… https://t.co/D8p4gyFgXy,A Georgia teen asked God for help paying for college in a note tied to balloons. A minister found it and answered h… https://t.co/MsIl45oVK7,Senate Judiciary Committee Chairman @ChuckGrassley announced Friday that the hearing for @POTUS' Supreme Court nomi… https://t.co/bAuyhzmNzK,Which company did not erase posts and videos from Alex Jones? Take our news quiz. https://t.co/S7MIvksVF0
77,0.5106,-0.3818,0.0,0.0,-0.4019,0.13,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.124,0.87,0.86,1.0,1.0,0.876,1027671925798199306,1028030660282392576,1028046105941090304,1028099935491813381,1027997068168777728,2018-08-09 21:44:14+00:00,2018-08-10 21:29:43+00:00,2018-08-10 22:31:06+00:00,2018-08-11 02:05:00+00:00,2018-08-10 19:16:14+00:00,RT @bbclysedoucet: #SaudiArabia and the #UK are strong long standing allies. ..yes there are UK sales of arms used in #Yemen..but Britain a…,OVERDOSE IN TRUMP TOWER: Bethenny Frankel's on-and-off boyfriend Dennis Shields asked for Narcan before losing cons… https://t.co/prEz1BpX3N,"Video proof that Trump's 2016 campaign script, including bashing John McCain, was already written in 1999 | Analysi… https://t.co/h5qoejdyoE","Delta passenger records baggage handler 'recklessly' throwing bags, dropping stroller on ground. https://t.co/txaU9GZZnP",Zimbabwe’s recent elections were meant to usher in a new era after decades of oppressive rule. But has anything tru… https://t.co/x6BLeh9fjy
78,0.2023,-0.2263,0.0,0.3818,0.4215,0.087,0.0,0.0,0.148,0.167,0.0,0.119,0.0,0.0,0.0,0.913,0.881,1.0,0.852,0.833,1027671839315841024,1028026955558543361,1028044956861120513,1028097418502594560,1027993246474149888,2018-08-09 21:43:54+00:00,2018-08-10 21:15:00+00:00,2018-08-10 22:26:32+00:00,2018-08-11 01:55:00+00:00,2018-08-10 19:01:03+00:00,"RT @bbclysedoucet: @david_l_ross this is an important question. Only Yemenis can answer it. Some prefer a ""federal solution,"" a return to o…",Life in 2018: The Democratic National Committee serves a lawsuit to WikiLeaks in a tweet https://t.co/QNt4gJjDoS https://t.co/5biTTPv88l,"LIVE NOW: Anderson Cooper Full Circle, a daily interactive news show airing on Facebook Watch… https://t.co/nBqK8jdh8L",".@douglaseschoen on the midterms: ""I think at this point the Democrats have a clear advantage."" #Hannity https://t.co/UV22GbMsmZ",The NRA sued Gov. Andrew Cuomo last month. He saw it as an opportunity.  https://t.co/8mNLzYOUGf
79,0.0,-0.128,-0.5984,0.7717,0.7906,0.0,0.098,0.0,0.379,0.28,0.0,0.124,0.178,0.0,0.0,1.0,0.777,0.822,0.621,0.72,1027670647072153600,1028023163492462593,1028043580424835072,1028096257036890112,1027989467930537984,2018-08-09 21:39:10+00:00,2018-08-10 20:59:56+00:00,2018-08-10 22:21:04+00:00,2018-08-11 01:50:23+00:00,2018-08-10 18:46:02+00:00,RT @bbclysedoucet: Do send your questions #Yemen #BBCNewsTen.. https://t.co/Ef5OyI214l,"Uber, Lyft and Airbnb will allow denying service to Unite the Right 2 marchers this weekend https://t.co/HTUDVq9JMv https://t.co/eiwtm4qS6j",The Caribbean nation of Dominica plans to completely ban common plastics and single-use Styrofoam cups and food con… https://t.co/p7Wdb6PqEt,".@GOPChairwoman: ""President Trump is our greatest asset [on] the campaign trail."" #Hannity https://t.co/rIiJb5w3kO","Chloë Grace Moretz on whether her Louis C.K. movie, “I Love You, Daddy,” should eventually be released: “No, I don’… https://t.co/L5D5z2JiUK"
80,-0.3818,0.0,0.0,0.0,-0.296,0.0,0.0,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.091,0.776,1.0,1.0,1.0,0.909,1027658441534394368,1028019486266478592,1028041085455613953,1028094902276698113,1027985712233283584,2018-08-09 20:50:40+00:00,2018-08-10 20:45:19+00:00,2018-08-10 22:11:09+00:00,2018-08-11 01:45:00+00:00,2018-08-10 18:31:07+00:00,Charlottesville remembered: 'A battle for the soul of America' https://t.co/4zBO1HhVz0,REUNITED: A three-year-old girl was reunited with her family today after being separated for 47 days after they cro… https://t.co/aWubDErJ2q,"Under Trump, the US has two separate foreign policies | By Frida Ghitis via @CNNOpinion https://t.co/M4PYXgWVK6 https://t.co/po8XviqJEY","Mollie Tibbetts likely went off in car with someone she knew, says FBI ex-profiler. https://t.co/xyGvsrVzUO","RT @lauriegnyt: “There is no map for the journey that we’ve been on,"" said Tom DeVries, president of the Willow Creek Association, opening…"
81,0.0,-0.4585,0.0,0.5574,-0.2263,0.0,0.0,0.0,0.184,0.0,0.0,0.136,0.0,0.0,0.106,1.0,0.864,1.0,0.816,0.894,1027657094558871554,1028015632854515712,1028038557317902336,1028093140115357697,1027981929491165184,2018-08-09 20:45:18+00:00,2018-08-10 20:30:01+00:00,2018-08-10 22:01:06+00:00,2018-08-11 01:38:00+00:00,2018-08-10 18:16:05+00:00,Daddy Yankee: Despacito rapper 'robbed by impersonator' https://t.co/BipWiAkH6c,"The White House isn't too happy about Omarosa's new book, which claims President Trump used racial slurs before and… https://t.co/bSqgCkg5z7","Astrophysicist Eugene Parker, the pioneer behind NASA's mission to the sun, is the first living person to have a sp… https://t.co/q4hJiaCwfb",A dramatic video released Thursday shows hero firefighters in Wisconsin rescuing an unconscious man who was trapped… https://t.co/hqDQptxY8U,The Army has stopped forcibly discharging soldiers who were recruited through a program that offers citizenship to… https://t.co/KSLaN4SVKB
82,0.4019,0.2023,0.0,0.0772,0.8137,0.105,0.119,0.0,0.155,0.331,0.0,0.084,0.0,0.141,0.0,0.895,0.796,1.0,0.704,0.669,1027654488126042112,1028011923151966209,1028038531090927616,1028092232908320768,1027978149206925314,2018-08-09 20:34:57+00:00,2018-08-10 20:15:16+00:00,2018-08-10 22:01:00+00:00,2018-08-11 01:34:24+00:00,2018-08-10 18:01:04+00:00,"RT @BBCNews: Questions about Yemen? @bbclysedoucet will be doing Twitter Q&amp;A after BBC News at Ten, as UN special envoy says country on bri…","WATCH: When the train to their reception got delayed, these newlyweds and their entire wedding party started the ce… https://t.co/anSgZrZYHE","For 50 years, Boeing has built iconic aircraft under one gigantic roof at a site just north of Seattle -- the large… https://t.co/3jsJSeRDPt",".@ggreenwald: ""We actually started a shelter about a year ago that's designed to rescue abandoned animals from the… https://t.co/9KY7zlr0pP","Whose economy is it, anyway? Better economic times did little to help Obama's approval rating. Now it's Trump's tur… https://t.co/qAhrgAg03w"
83,-0.296,0.0,0.3612,0.6908,0.0,0.0,0.0,0.172,0.363,0.0,0.216,0.0,0.0,0.0,0.0,0.784,1.0,0.828,0.637,1.0,1027647257200533508,1028008344726986752,1028036043877040128,1028089868591583232,1027974368117313537,2018-08-09 20:06:13+00:00,2018-08-10 20:01:03+00:00,2018-08-10 21:51:07+00:00,2018-08-11 01:25:00+00:00,2018-08-10 17:46:02+00:00,"France floods: 1,600 evacuated, German missing at campsite https://t.co/Ceuu9J71IF","""I think he has stoked division"": Sen. Tim Kaine tells @FaceTheNation this Sunday that he believes President Trump… https://t.co/tHIGkQYiyn",An amateur fossil enthusiast stumbled upon rare 25-million-year-old teeth of mega-toothed shark… https://t.co/HON890LsOu,.@POTUS praises Kanye West for being 'willing to tell the truth' https://t.co/pa1LOtqj7F,"RT @nytimesbusiness: Twenty months after President-elect Trump intervened to keep Carrier's factory open, workers are no-shows and the asse…"
84,0.296,0.0,0.6249,0.4019,0.6705,0.239,0.0,0.194,0.124,0.262,0.0,0.0,0.0,0.0,0.091,0.761,1.0,0.806,0.876,0.646,1027642429636263937,1028008205538996224,1028034485382799362,1028089680493989888,1027970597027028992,2018-08-09 19:47:02+00:00,2018-08-10 20:00:30+00:00,2018-08-10 21:44:55+00:00,2018-08-11 01:24:15+00:00,2018-08-10 17:31:03+00:00,'Treasure hunt' wedding rings reunited with owner https://t.co/RiZg7iHwIc,WATCH: Waves of trash wash up in Mexico https://t.co/bKS9JrUKhA https://t.co/8jllRnPeql,"Sky watchers are expecting a ""great show"" from the Perseid meteor shower this weekend, with moonless nights aiding… https://t.co/h71FVNc46c","Roger McNamee: ""The days of trusting tech companies to do the right thing are in the past now."" #Tucker… https://t.co/BVLH9uhiw3","To keep the base happy, a group of governors has:  
- Defended the federal health care law 
- Signed new gun contro… https://t.co/XSIhJVJmkb"
85,-0.4588,0.5622,0.34,0.3612,0.0,0.0,0.251,0.112,0.116,0.0,0.136,0.125,0.0,0.0,0.0,0.864,0.624,0.888,0.884,1.0,1027631630658281472,1028000420709457920,1028033508592300034,1028089185192878086,1027967190987931649,2018-08-09 19:04:07+00:00,2018-08-10 19:29:34+00:00,2018-08-10 21:41:03+00:00,2018-08-11 01:22:17+00:00,2018-08-10 17:17:31+00:00,RT @BBCOS: Do you find the c-word offensive? New Zealand MP @MaramaDavidson wants women to 'reclaim' the word. https://t.co/LZ51ZCxkP9 http…,BRAVERY: The Air Force has released footage showing the final moments of an airman who died in a 2002 rescue missio… https://t.co/XNOilq0nNZ,The UN Security Council is calling for an investigation into a Saudi-led airstrike that hit a school bus in Yemen a… https://t.co/Z8qGoqHmK9,"Roger McNamee: ""When you see a product like Alexa or Google Home which listens in your home...It's convenient to ha… https://t.co/gCF0QmC2G6",Sign up here to get future installments of Gender Letter delivered to your inbox https://t.co/YClzdVD4NW
86,-0.7351,0.3818,-0.765,-0.5574,0.0,0.0,0.206,0.0,0.0,0.0,0.408,0.0,0.248,0.153,0.0,0.592,0.794,0.752,0.847,1.0,1027623678438191109,1027996643642277888,1028031020065595392,1028087352223182848,1027966820005933056,2018-08-09 18:32:31+00:00,2018-08-10 19:14:33+00:00,2018-08-10 21:31:09+00:00,2018-08-11 01:15:00+00:00,2018-08-10 17:16:03+00:00,California police chief's son arrested in attack on Sikh man https://t.co/DBFJl6pLB6,Being alive in America just keeps getting more expensive https://t.co/HFVWKReagF https://t.co/dyhtC8YOBg,A dad and son in Alaska are accused of illegally killing a family of bears and covering it up. They didn't know a c… https://t.co/9fdrdZue4e,Arkansas cop fired after video appeared to show him telling group of black men 'you don't belong in my city' https://t.co/WAFB6q0twb,"In the U.S., there are about 5,200 public statues depicting historical figures. Fewer than 400 are of women. https://t.co/HziRQkWA40"
87,0.0,-0.1779,0.0,0.0,0.3182,0.0,0.0,0.0,0.0,0.161,0.0,0.082,0.0,0.0,0.0,1.0,0.918,1.0,1.0,0.839,1027611779763982336,1027993115762860039,1028029545197187072,1028085016377679872,1027963064338014210,2018-08-09 17:45:15+00:00,2018-08-10 19:00:32+00:00,2018-08-10 21:25:18+00:00,2018-08-11 01:05:43+00:00,2018-08-10 17:01:07+00:00,"RT @BBC_HaveYourSay: .@KevinHart4real has a heart of gold 💛
https://t.co/UFYS1eLVdM","WILD WEATHER: From shelf clouds to ""firenadoes,"" Mother Nature has conjured up some weird weather this year. Here a… https://t.co/aq1nv14tdU",NASA's first mission to the sun is set to launch tomorrow. This probe will have to withstand heat and radiation nev… https://t.co/5AMVWHkva1,TSA chief confirms 150 smaller airports will not ditch screenings: 'We’re not doing that' https://t.co/vwv1MCxmEB,Not sure what to do in NYC this weekend? We’ve got you. https://t.co/Om8BCLNLo0
88,-0.34,0.0,0.0,-0.3474,0.0,0.0,0.0,0.0,0.168,0.0,0.167,0.0,0.0,0.186,0.0,0.833,1.0,1.0,0.646,1.0,1027609082478440449,1027987894089248769,1028028483027578881,1028083087308214272,1027959287153393664,2018-08-09 17:34:31+00:00,2018-08-10 18:39:47+00:00,2018-08-10 21:21:04+00:00,2018-08-11 00:58:03+00:00,2018-08-10 16:46:07+00:00,RT @BBCtrending: Stressed by life and only 17: Chinese hashtag ignites debate https://t.co/k13VSLBQxm,"Spike Lee's new film ""BlacKkKlansman"" tells the story of Ron Stallworth, a black cop who infiltrated the KKK. Stall… https://t.co/GC8gIOAXgg",The Kansas City Star editorial board asks GOP Rep. Kevin Yoder what he meant when he said Democratic rival Sharice… https://t.co/1gCmrvoXSg,OPINION: Ocasio-Cortez's vision to turn Uncle Sam into Santa Claus is impractical but poses a threat we can't ignore https://t.co/RSz3mjSyui,Trump said he would double the rate of tariffs on steel and aluminum imports from Turkey as its currency cratered https://t.co/o50NeoTXP1
89,-0.8625,-0.6633,0.0,0.4215,-0.2732,0.0,0.0,0.0,0.167,0.123,0.518,0.228,0.0,0.0,0.206,0.482,0.772,1.0,0.833,0.672,1027603896406032387,1027982809636462592,1028025975072858112,1028082070659256320,1027955506059599873,2018-08-09 17:13:55+00:00,2018-08-10 18:19:35+00:00,2018-08-10 21:11:06+00:00,2018-08-11 00:54:01+00:00,2018-08-10 16:31:05+00:00,Killer whale still carrying dead baby after 16 days https://t.co/LMIdRdmaaq,MURRAY FURY: A newspaper photographer says Bill Murray slammed him against a door in a Martha's Vineyard restaurant… https://t.co/mLNUrnGTQW,"Omarosa Manigault Newman, a former White House aide and reality TV star, claims President Trump's re-election campa… https://t.co/HiylX200DF",United Launch Alliance preps for the return of manned space missions from Cape Canaveral https://t.co/9TQPKyMJqP,The ride-hail cars that critics say are choking New York City’s streets have also brought much-needed relief to far… https://t.co/eRTmF4awMH
90,-0.4215,0.8091,-0.9565,0.0,-0.5994,0.0,0.314,0.0,0.0,0.0,0.237,0.0,0.496,0.0,0.246,0.763,0.686,0.504,1.0,0.754,1027602546960068609,1027978053706817537,1028023710857486337,1028079562528309248,1027951739796905985,2018-08-09 17:08:33+00:00,2018-08-10 18:00:41+00:00,2018-08-10 21:02:07+00:00,2018-08-11 00:44:03+00:00,2018-08-10 16:16:07+00:00,California wildfires: Eight images that reveal scale of devastation https://t.co/DNWgMPCMPS,"WALKING MIRACLE: Two-year-old boy with spina bifida beats the odds and learns how to walk, inspiring millions… https://t.co/Sv1Jf4LLGp",The death of a 23-year-old student who killed herself two months after she said she was raped has renewed anger ove… https://t.co/7mETess0JM,".@gen_jackkeane on US Sanctions on Turkey, Iran: Tehran 'Under Our Boot' https://t.co/kzYbb4JwoZ","2 former employees have sued Nike, claiming a culture of sexual harassment and gender bias at the company https://t.co/JWjaZj7AQ1"
91,-0.8271,-0.6486,0.4588,0.0,0.0,0.0,0.0,0.176,0.143,0.0,0.554,0.193,0.0,0.143,0.0,0.446,0.807,0.824,0.714,1.0,1027601124638044161,1027970357918134272,1028021435346968576,1028078040688074759,1027947988956663809,2018-08-09 17:02:54+00:00,2018-08-10 17:30:06+00:00,2018-08-10 20:53:04+00:00,2018-08-11 00:38:00+00:00,2018-08-10 16:01:13+00:00,Wildfire suspect arrested after threatening 'this place will burn' https://t.co/4Z6VGLkIpw,"WATCH: A shooting in the Canadian city of Fredericton left at least four people dead, including two police officers… https://t.co/pGKb64EnGw",Activists are renaming streets in the Netherlands after famous women. Welcome to Beyoncé Blvd.… https://t.co/WDLsmSbiaq,"Dem revolt against @NancyPelosi grows, amid fears her shadow could cast pall over midterm hopes  https://t.co/4Snt8rd9nq","EPA staff members objected to the agency’s new rules on asbestos use, internal emails show https://t.co/8hTTMCmNtj"
92,0.0,-0.6486,-0.34,0.0,0.0,0.0,0.0,0.065,0.0,0.0,0.0,0.238,0.135,0.0,0.0,1.0,0.762,0.8,1.0,1.0,1027599853977776128,1027966489893249024,1028018931485868032,1028076223963049985,1027944577813147648,2018-08-09 16:57:51+00:00,2018-08-10 17:14:44+00:00,2018-08-10 20:43:07+00:00,2018-08-11 00:30:47+00:00,2018-08-10 15:47:40+00:00,"RT @BBC_HaveYourSay: Gaming news website IGN have sacked a writer over claims he plagiarised a review from YouTube
https://t.co/AtlsWOULth",Man describes how he fought off a rabid beaver that attacked him and his 7-year-old daughter kayaking on river… https://t.co/5jAe8XWHZ7,"This university spelled ""Board of trustees"" incorrectly in its diplomas for 6 years before the error was spotted… https://t.co/dGIL1p2OwY",A NEW LONDON BRIDGE: Brits navigated around a flooded street Thursday by putting together a makeshift bridge made o… https://t.co/sXMbcUcnas,"RT @EnnisNYT: Almost exactly a year ago, Omarosa Manigault Newman appeared at a National Association of Black Journalists convention in her…"
93,-0.0516,-0.7717,0.7906,-0.2732,-0.6486,0.0,0.0,0.292,0.0,0.0,0.05,0.324,0.0,0.174,0.261,0.95,0.676,0.708,0.826,0.739,1027599495306067968,1027962772758437888,1028016414366552066,1028074831126966274,1027940411321536512,2018-08-09 16:56:26+00:00,2018-08-10 16:59:58+00:00,2018-08-10 20:33:07+00:00,2018-08-11 00:25:15+00:00,2018-08-10 15:31:06+00:00,RT @BBCNorthAmerica: The US is the only developed country in the world that doesn't have paid family leave. How has this impacted you? Tell…,Wake Forest basketball coach accused of throwing punch that killed New York City tourist https://t.co/WdOiGsRX6L https://t.co/ainXeXLljF,"Judge Brett Kavanaugh, President Trump's nominee to be the next Supreme Court justice, will start his Senate confir… https://t.co/Hk33BWrOvN",Price of Johnny Carson's former home reportedly cut by millions https://t.co/kncS98RpnF,Recep Tayyip Erdogan blamed outsiders for Turkey's difficulties and insisted that Turkey would weather the current… https://t.co/36z4KbAME1
94,-0.9246,0.0,0.7906,0.5574,-0.7096,0.0,0.0,0.259,0.217,0.0,0.674,0.0,0.0,0.0,0.269,0.326,1.0,0.741,0.783,0.731,1027590405590843394,1027958935955886081,1028015881010307072,1028073510663385088,1027936617087033344,2018-08-09 16:20:19+00:00,2018-08-10 16:44:43+00:00,2018-08-10 20:31:00+00:00,2018-08-11 00:20:00+00:00,2018-08-10 15:16:02+00:00,Caruana Galizia murder: Enemies killed Malta journalist's dogs https://t.co/7ESUzQMmUG,"CIA memo describes ""catlike"" team members in interrogation sessions https://t.co/LkHTKsnnni https://t.co/3llXIgikf4","Ruth Bader Ginsburg was sworn in as a Supreme Court justice 25 years ago today, on Aug. 10, 1993. Ginsburg, who was… https://t.co/Nk7gmXWRU9",.@kayleighmcenany: @IvankaTrump drew media praise - Until she and her father got new jobs https://t.co/PIWx34okcA,"The morning after a handful of NFL players renewed their protests against social inequality and police brutality, T… https://t.co/JaqMu7ZDRE"
95,-0.34,-0.7717,-0.7003,-0.8271,0.4404,0.0,0.0,0.0,0.0,0.187,0.194,0.309,0.345,0.391,0.0,0.806,0.691,0.655,0.609,0.813,1027589661852663808,1027955237506768896,1028015205836578818,1028072602110185478,1027932864246165505,2018-08-09 16:17:21+00:00,2018-08-10 16:30:01+00:00,2018-08-10 20:28:19+00:00,2018-08-11 00:16:23+00:00,2018-08-10 15:01:07+00:00,Living with Australia's drought: 'It's cheaper to shoot the cows' https://t.co/8lcSWla4v0,"Under pressure from U.N., and U.S., Saudi coalition vows probe into airstrike that killed 29 kids… https://t.co/WeYUSjZ8Qf",Yemen's parents search through the dead for their children after strike https://t.co/j5PVwnRgBN https://t.co/u4nZtKrIxQ,"Colorado woman comes home to mountain lion trapped inside, and a dead house cat https://t.co/AlbCLrukya","""A few months after I began injecting testosterone, I discovered that one of the startling new privileges of my mal… https://t.co/XYafwiqChI"
96,0.0,0.4939,0.128,-0.1316,0.0,0.0,0.159,0.118,0.0,0.0,0.0,0.065,0.096,0.07,0.0,1.0,0.776,0.786,0.93,1.0,1027583397949054976,1027951513568792576,1028011376671969280,1028070115470962688,1027929917168730112,2018-08-09 15:52:28+00:00,2018-08-10 16:15:13+00:00,2018-08-10 20:13:06+00:00,2018-08-11 00:06:30+00:00,2018-08-10 14:49:24+00:00,North Korea heatwave: Kim Jong-un strips to his vest https://t.co/CY1ge6qdH6,"Despite the president urging them to ""be happy, be cool,"" numerous NFL players kneeled or protested during the nati… https://t.co/Q0aR5KqdY0","There is no rule that says special counsel Robert Mueller must end his investigation by September, as Trump lawyer… https://t.co/AcIf7FLAlu",UNDERGROUND PARKING? This is not what you want to see after a day of shopping! A large sinkhole swallowed up at lea… https://t.co/GOpHJVenPy,Trump frequently used the N-word while he was the host of “Celebrity Apprentice” according to a new memoir by Omaro… https://t.co/S8jKsAzi6B
97,-0.5574,-0.2732,0.0,-0.7269,-0.5574,0.0,0.0,0.0,0.0,0.0,0.34,0.208,0.0,0.253,0.159,0.66,0.792,1.0,0.747,0.841,1027581185449443329,1027947595270955009,1028008864384540677,1028069081516335104,1027925307062464513,2018-08-09 15:43:40+00:00,2018-08-10 15:59:39+00:00,2018-08-10 20:03:07+00:00,2018-08-11 00:02:24+00:00,2018-08-10 14:31:05+00:00,Hurricane Maria: Puerto Rico acknowledges hundreds died https://t.co/hrAFcf5qZT,Stocks sink as investors weigh Turkey risks https://t.co/dgEuboYF0o https://t.co/0UHXW5e8xd,NASA's first mission to the sun launches Saturday https://t.co/g9DBRFhhNT https://t.co/bCi89mmPKv,"""There's still an untold story.""

After decades of waiting, sons of a missing U.S. soldier receive his Korean War d… https://t.co/LNlqoCLU7p","RT @kevinroose: New: Details about how Facebook (Mark Zuckerberg, really) decided to ban Alex Jones/Infowars, the questions that remain, an…"
98,0.4215,-0.4215,0.1779,0.0,-0.8442,0.259,0.0,0.082,0.0,0.0,0.0,0.189,0.0,0.0,0.324,0.741,0.811,0.918,1.0,0.676,1027574900544946177,1027943791607640065,1028006336855007233,1028066464455176194,1027922522656972800,2018-08-09 15:18:42+00:00,2018-08-10 15:44:32+00:00,2018-08-10 19:53:04+00:00,2018-08-10 23:52:00+00:00,2018-08-10 14:20:01+00:00,"Kevin Hart: Actor's charity starts $600,000 student fund https://t.co/G2XOMHzs4h",President Trump says kneeling NFL players don't understand what they're protesting https://t.co/2krB9J6ATB https://t.co/x1YxrGSQj1,Amazon is launching a new feature for its cloud business that allows companies to quickly add capacity to their app… https://t.co/rb7WtTa0oe,US Army eyes microwave canon to take out drones. https://t.co/fmrWsqvEcj,The EPA's Scott Pruitt had rejected the advice of his own agency staff when he refused last year to ban a pesticide… https://t.co/xHe8RB449Q
99,0.0,0.0,0.3818,-0.4588,0.0,0.0,0.0,0.133,0.053,0.0,0.0,0.0,0.0,0.175,0.0,1.0,1.0,0.867,0.772,1.0,1027571999151939591,1027938718223683584,1028003825322483712,1028064954845487104,1027920271351664646,2018-08-09 15:07:10+00:00,2018-08-10 15:24:23+00:00,2018-08-10 19:43:06+00:00,2018-08-10 23:46:00+00:00,2018-08-10 14:11:05+00:00,Korea remains: Sons receive father's dog tag after 70 years https://t.co/CoDnUUrDA4,Some South Carolina schools dismissed early because of Beyoncé and Jay-Z concert https://t.co/HcXBRUlCHp https://t.co/0izyeBH0SS,Education Secretary Betsy DeVos is rolling back another Obama-era regulation that was meant to protect students fro… https://t.co/K7Sp9gbUeQ,".@KatiePavlich on NFL player protests: ""They can argue all they want that they have the right to [protest] in the w… https://t.co/EHFORlTQUk","Kris Kobach will recuse himself from the count in the GOP race for Kansas governor. He has a slim lead, but also ov… https://t.co/I1g3NycJqz"
100,0.0,-0.34,0.4019,-0.4215,-0.6705,0.167,0.0,0.144,0.0,0.0,0.167,0.13,0.0,0.192,0.2,0.667,0.87,0.856,0.808,0.8,1027562407818915841,1027921179112366080,1028000660183298048,1028063193162280965,1027917756598046721,2018-08-09 14:29:03+00:00,2018-08-10 14:14:41+00:00,2018-08-10 19:30:31+00:00,2018-08-10 23:39:00+00:00,2018-08-10 14:01:05+00:00,"RT @BBC_HaveYourSay: Chinese teen's struggles - tips &amp; sympathy on social media

https://t.co/fpiOdUCH8V",NASA package that fell from sky with note mentioning Trump sparks alarm in New Jersey https://t.co/2D1fpm7SSm https://t.co/8IoZmGsiNo,"Special counsel Robert Mueller has subpoenaed Randy Credico, who Roger Stone says was his WikiLeaks back-channel… https://t.co/KcJ0vENWGx","India nationals illegally crossing the US-Mexico border in record numbers, pay smugglers up to $25G, officials say. https://t.co/gcBm9GEqVw","At least four people, including two police officers, were killed after a shooting in Fredericton, the capital of th… https://t.co/4TZ3KU3JDA"
101,0.34,0.0,-0.3818,0.5267,0.4019,0.179,0.0,0.0,0.299,0.147,0.0,0.0,0.175,0.14,0.069,0.821,1.0,0.825,0.561,0.783,1027561821367091200,1027913697472196609,1027996008939233281,1028062023303798784,1027913757471723520,2018-08-09 14:26:44+00:00,2018-08-10 13:44:57+00:00,2018-08-10 19:12:02+00:00,2018-08-10 23:34:21+00:00,2018-08-10 13:45:12+00:00,Taiwan man rigs bike with 11 phones to play Pokemon Go https://t.co/9LHU72b1My,GOP nominee who rails against outsourcing has brand that markets Chinese parts: AP https://t.co/61jv8tHLD2 https://t.co/z0ZmeT6rLP,"Two women who worked at Nike have filed a lawsuit accusing the company of systemic gender discrimination, saying ""w… https://t.co/MfU7NaSoGK","President @realDonaldTrump mocks @NancyPelosi as a 'wonderful person,' who 'should definitely be given a 4th chance… https://t.co/ZJiFI6AC7a",NATO ambassadors said that the American demand to get the agreement done before President Trump arrived in Brussels… https://t.co/tuxwyHKXhF
102,-0.3182,-0.6705,0.0,0.0,0.5719,0.0,0.0,0.0,0.0,0.139,0.091,0.351,0.0,0.0,0.0,0.909,0.649,1.0,1.0,0.861,1027542112114491392,1027909924670590981,1027994151894306816,1028059690964582400,1027909701084819462,2018-08-09 13:08:24+00:00,2018-08-10 13:29:58+00:00,2018-08-10 19:04:39+00:00,2018-08-10 23:25:05+00:00,2018-08-10 13:29:05+00:00,RT @bbcstories: Ballet-loving Pollyana lost her leg as a toddler - and now gets marked down in exams for for being unable to do moves that…,"Chicago police taking ""hard look"" at controversial ""bait trucks"" used to lure thieves https://t.co/TKXUoVdiuE https://t.co/Qtf6X9XDJw",The Trump administration outlines a plan to reunite migrant children who were separated from their families with pa… https://t.co/MaWNsVY1hJ,".@gen_jackkeane: ""Turkey's facing a political and a financial crisis."" #TheStory https://t.co/R9qNYOK8Dp",RT @nytimesworld: Scientists in Russia bred foxes that appear to take just as much pleasure in the company of people as your average golden…
