,@BBCWorld_compound,@CBSNews_compound,@CNN_compound,@FoxNews_compound,@nytimes_compound,@BBCWorld_positive,@CBSNews_positive,@CNN_positive,@FoxNews_positive,@nytimes_positive,@BBCWorld,@CBSNews,@CNN,@FoxNews,@nytimes,@BBCWorld_neutral,@CBSNews_neutral,@CNN_neutral,@FoxNews_neutral,@nytimes_neutral,@BBCWorld_id,@CBSNews_id,@CNN_id,@FoxNews_id,@nytimes_id,@BBCWorld_timestamp,@CBSNews_timestamp,@CNN_timestamp,@FoxNews_timestamp,@nytimes_timestamp,@BBCWorld_fulltext,@CBSNews_fulltext,@CNN_fulltext,@FoxNews_fulltext,@nytimes_fulltext
0,-0.8957,-0.91,0.5267,-0.6597,-0.0516,0.0,0.0,0.129,0.0,0.138,0.596,0.434,0.0,0.31,0.148,0.404,0.566,0.871,0.69,0.714,1028301194438033411,1028300030929711106,1028298782209912832,1028304533896810496,1028302533721292800,2018-08-11 15:24:44+00:00,2018-08-11 15:20:06+00:00,2018-08-11 15:15:09+00:00,2018-08-11 15:38:00+00:00,2018-08-11 15:30:03+00:00,Canada gun attack: Man charged after four killed in New Brunswick https://t.co/lXaAQ8Dmb4,President Trump condemns racism and racial violence in a tweet ahead of the anniversary of a deadly white nationali… https://t.co/UM7VHUL2Ds,"President Trump is at one of his resorts again this week, but his team is focused on showing that by golfing and so… https://t.co/R9uzXekbs1","On ""Cavuto Live,"" @charliekirk11 talked about being harassed by far-left protesters in Philadelphia.… https://t.co/ThyACe05hz",Martin Vassilev makes a good living selling fake views on YouTube videos. Here's how he does it. https://t.co/fOxMUOiAFg
1,0.0,-0.1027,0.0,-0.6369,-0.4404,0.0,0.0,0.0,0.0,0.114,0.0,0.072,0.0,0.321,0.212,1.0,0.928,1.0,0.679,0.674,1028299669510737920,1028294927933997056,1028295073300131845,1028303412646084613,1028298781970886656,2018-08-11 15:18:40+00:00,2018-08-11 14:59:50+00:00,2018-08-11 15:00:24+00:00,2018-08-11 15:33:33+00:00,2018-08-11 15:15:09+00:00,Germans held after flooding at 'unauthorised' French campsite https://t.co/7MLH7rNv0y,"President Trump, at his golf club in New Jersey, is intent on projecting he's hard at work: https://t.co/KauIzjbHjX https://t.co/vLTTw5M8xW","""Change has come to America.” Revisit the 2008 presidential campaign and see how it revolutionized American politic… https://t.co/5o9t75nokf",Trump threatens to 'get involved' in fight to obtain McCabe text messages https://t.co/grCb2d3090,"China eased its ""one child"" policy. Facing a demographic crisis, it's considering going even further. https://t.co/hng1gIUqfV"
2,-0.6597,-0.5719,-0.2732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.328,0.198,0.11,0.0,0.0,0.672,0.802,0.89,1.0,1.0,1028291041890328576,1028290036943351808,1028290902605877250,1028302675136454660,1028295200781885441,2018-08-11 14:44:23+00:00,2018-08-11 14:40:24+00:00,2018-08-11 14:43:50+00:00,2018-08-11 15:30:37+00:00,2018-08-11 15:00:55+00:00,Weedkiller cancer ruling: What do we know about glyphosate? https://t.co/8BmTNNJfoM,"MORE: ""I will also continue to fight the meritless charges brought against me,"" Rep. Chris Collins said in his stat… https://t.co/qmIB96n9he",JUST IN: New York Republican Rep. Chris Collins suspends his re-election campaign following charges earlier this we… https://t.co/cUXDislTbj,".@seanspicer: ""Everywhere and anywhere that we can find someone either foreign or domestic trying to meddle and und… https://t.co/DlZM1K9O4G","RT @nytopinion: A year ago, torch-carrying white nationalists who opposed a plan to remove a statue of the Confederate general Robert E. Le…"
3,-0.5574,-0.3818,-0.4939,0.3818,0.3612,0.0,0.0,0.0,0.342,0.111,0.434,0.133,0.167,0.0,0.0,0.566,0.867,0.833,0.658,0.889,1028279683631251456,1028285015359193088,1028287453436805121,1028298745107165185,1028291912615247872,2018-08-11 13:59:15+00:00,2018-08-11 14:20:26+00:00,2018-08-11 14:30:08+00:00,2018-08-11 15:15:00+00:00,2018-08-11 14:47:51+00:00,Romania protests: Hundreds injured in anti-government rally https://t.co/thpOVhbINk,Police are blocking off streets and mobilizing hundreds of officers for the anniversary of a deadly white nationali… https://t.co/g5eK2wCRXe,Everything you need to know about the type of plane stolen from the Seattle-Tacoma International Airport… https://t.co/GOQRUwfMHz,GDP growth under President @realDonaldTrump. https://t.co/XMq6b4tP3l,"Wine, tapas, dancing. In Spain, our 52 Places Traveler finds a tempo to match her own. ""I just felt like myself."" https://t.co/4OFj0QPxDm"
4,-0.7184,0.0,0.0,0.7425,0.0,0.0,0.0,0.0,0.343,0.0,0.462,0.0,0.0,0.0,0.0,0.538,1.0,1.0,0.657,1.0,1028273449079373824,1028283119680532481,1028284214393880577,1028296731677491200,1028287879083184128,2018-08-11 13:34:29+00:00,2018-08-11 14:12:54+00:00,2018-08-11 14:17:15+00:00,2018-08-11 15:07:00+00:00,2018-08-11 14:31:49+00:00,Turkey's Erdogan condemns 'shameful' US over detained pastor https://t.co/wFlKicU2Hm,"NEW: Rep. Chris Collins, R-NY, announces he is suspending his congressional re-election campaign in the wake of his… https://t.co/HyQ0nnzZQL",Hawaii House primary is another test of an Ocasio-Cortez style candidate's appeal https://t.co/PBSaK0O4ev https://t.co/Ie7F6WsrYx,".@JohnJamesMI: ""I believe very strongly in service before self, God and country, and faith and family."" https://t.co/gFHG5frGCL","Rep. Chris Collins of New York reversed course and announced he was suspending his re-election campaign, days after… https://t.co/CKmZml0sLt"
5,-0.8402,-0.2023,0.0,-0.5574,0.3182,0.0,0.0,0.169,0.0,0.161,0.286,0.101,0.128,0.153,0.0,0.714,0.899,0.702,0.847,0.839,1028265531827216384,1028279750819753984,1028280172850671617,1028294571615248386,1028284151424843776,2018-08-11 13:03:01+00:00,2018-08-11 13:59:31+00:00,2018-08-11 14:01:12+00:00,2018-08-11 14:58:25+00:00,2018-08-11 14:17:00+00:00,"""There's going to be racism until the day we die""

We asked African Americans in New Orleans what they think about… https://t.co/X88T580GVx","An airline employee stole an empty Horizon Air turboprop plane, took off from Seattle-Tacoma International Airport… https://t.co/djGLKmARgo","Traces of asbestos, lead and other dangerous chemicals were found in a number of popular school supplies in lab tes… https://t.co/V0nK2mYOiC",".@JohnJamesMI: ""Too many people have died for me to have the right to think independently and I'm going to exercise… https://t.co/lgzIdWNje7",Not sure what to do in NYC this weekend? We’ve got you. https://t.co/H0qhoZ84zv
6,-0.3818,0.0,0.5719,0.0,0.0,0.0,0.0,0.156,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.825,1.0,0.844,1.0,1.0,1028259103032918021,1028274750177595392,1028272573149274112,1028293846650822658,1028280399082999809,2018-08-11 12:37:28+00:00,2018-08-11 13:39:39+00:00,2018-08-11 13:31:00+00:00,2018-08-11 14:55:32+00:00,2018-08-11 14:02:06+00:00,"""Leave immediately and keep far off""

Flying over the disputed South China Sea islands in a US military plane… https://t.co/Lq0NlcR4bw",The launch of NASA's $1.5 billion Parker Solar Probe was scrubbed at the last minute early Saturday because of a te… https://t.co/0knhUD5eoe,McDonald's iconic Happy Meal has been evolving since it was introduced nearly 40 years ago. Some of the options hav… https://t.co/8D7zcHr044,".@JohnJamesMI: ""What our president has done is he's executed economic policies that have benefited all Americans, w… https://t.co/42rTqcUXcW","mmmmmm
peach upside-down cake
mmmmmm
https://t.co/ZNvqrKzqX0"
7,0.0,-0.2263,-0.4215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.352,0.0,0.0,1.0,0.917,0.648,1.0,1.0,1028253366068109312,1028269874743861250,1028265074803335169,1028293149289062400,1028275091388284929,2018-08-11 12:14:41+00:00,2018-08-11 13:20:17+00:00,2018-08-11 13:01:12+00:00,2018-08-11 14:52:46+00:00,2018-08-11 13:41:00+00:00,"Did Melania Trump's parents just take US citizenship with 'chain' migration?

https://t.co/MyrsPQ83KY https://t.co/CiY0xwq6cN","The closure of a ""Tent City"" for migrant boys is delayed for a second time. It will remain open at least two months… https://t.co/CZ0PP00VEZ","Strange ""rogue planet"" travels through space alone https://t.co/Vf91Ul7JO8 https://t.co/l8bboa1ZnV",".@JohnJamesMI: ""The left is very selective in its facts."" https://t.co/lyavqyeNcO",At first he liberated a single shark tooth the size of his palm from a rock with his car keys. “It dawned on me whe… https://t.co/96t1BGzrJP
8,0.7518,0.296,0.0,0.6369,-0.2732,0.445,0.128,0.0,0.224,0.0,0.0,0.0,0.0,0.0,0.174,0.555,0.872,1.0,0.776,0.826,1028249159210549248,1028265545223860224,1028257476632829952,1028292733121847297,1028273616536985600,2018-08-11 11:57:58+00:00,2018-08-11 13:03:04+00:00,2018-08-11 12:31:01+00:00,2018-08-11 14:51:06+00:00,2018-08-11 13:35:09+00:00,"Glyphosate ruling: Weedkiller safe, says Bayer, despite cancer payout https://t.co/gWhNwM2ISC","Issa Rae shares advice from Shonda Rhimes and Ava DuVernay on ""The Late Show” https://t.co/ckbqnzd30n https://t.co/0MB0wQiqrk","The Airlander 10, the world's longest aircraft, has an interior to rival that of a luxury hotel or cruise liner… https://t.co/r1YRFxcO4T",".@JohnJamesMI: ""I'm looking forward to working with @POTUS to make sure we negotiate better trade deals, to make su… https://t.co/Q7iGeToA1e",A Judge Blocked a Medicaid Work Requirement. The White House Is Undeterred. https://t.co/IlDpRe2LFX
9,0.3182,0.0,0.4939,0.3182,0.0,0.135,0.0,0.138,0.108,0.0,0.074,0.0,0.0,0.0,0.0,0.791,1.0,0.862,0.892,1.0,1028246520313905153,1028264814504816640,1028249936998088704,1028292413012537344,1028270083729240065,2018-08-11 11:47:28+00:00,2018-08-11 13:00:10+00:00,2018-08-11 12:01:03+00:00,2018-08-11 14:49:50+00:00,2018-08-11 13:21:06+00:00,"How the current Miss World, India's Manushi Chhillar, is using her fame to change attitudes about menstrual hygiene… https://t.co/6wzcN0nuJI","When asked about President Trump's record on race, Sen. Tim Kaine does not mince words: ""I think he's been a failur… https://t.co/UqgoHCdFUS",Two elderly men who ran away from their retirement home to attend a heavy metal music festival had their plot foile… https://t.co/vZPHspo5Pl,".@JohnJamesMI: ""We need to make sure that we continue to grow our economy, and @SenStabenow has voted against thing… https://t.co/giwgFetUEP",A look at the footprints of the largest California fires since 2000 https://t.co/Owe2oTIsHL
10,0.0,0.4588,0.0,0.0946,0.6705,0.0,0.188,0.0,0.181,0.355,0.0,0.0,0.0,0.121,0.0,1.0,0.812,1.0,0.698,0.645,1028245942724685824,1028261768861237249,1028242373451468800,1028292289456693249,1028265286644973569,2018-08-11 11:45:11+00:00,2018-08-11 12:48:04+00:00,2018-08-11 11:31:00+00:00,2018-08-11 14:49:21+00:00,2018-08-11 13:02:03+00:00,French theme park deploys crows to collect litter https://t.co/7UexJtgyNK,Interest rates on CDs finally above 3% -- highest in 10 years https://t.co/FkSgRmiYx1 https://t.co/aYBlmJ34u0,"Reduced to just their facades, these otherwise unremarkable buildings take on a surreal quality… https://t.co/toCWskT5fL","SUNDAY: Don't miss ""Life, Liberty, &amp; Levin"" with @marklevinshow and special guest @mikepillsbury - Tune in at 10p E… https://t.co/RavarLkUfS",Modern Love: The journey began with one sentence: “I’m moving out.” https://t.co/VX2tGpyQvd
11,-0.128,0.2023,-0.3612,0.4404,0.0,0.088,0.101,0.0,0.146,0.0,0.108,0.0,0.116,0.0,0.0,0.803,0.899,0.884,0.854,1.0,1028203379699445760,1028257988971257856,1028234847108694017,1028291992038592512,1028260256646868992,2018-08-11 08:56:03+00:00,2018-08-11 12:33:03+00:00,2018-08-11 11:01:05+00:00,2018-08-11 14:48:10+00:00,2018-08-11 12:42:03+00:00,"RT @BBC_HaveYourSay: Did your life change as a result of 2008's world financial crash? You can share your stories and experiences via:

📱Wh…",Paul Manafort trial day 9: Bank CEO wanted Manafort to pitch him for Treasury secretary https://t.co/c8wSrdmsax https://t.co/6n7i1JxbG9,Vice President Mike Pence once argued the president should be held to the highest moral standards to determine whet… https://t.co/KYugsnN8xi,".@JohnJamesMI: ""I truly believe we need more servant leaders in Washington. More servant leaders who understand com… https://t.co/nA1Gy5uYQp",Paul Ryan spoke to @MarkLeibovich about his reasons for stepping down and what he really thinks of President Trump https://t.co/y4UT0yUQAe
12,0.0,-0.5267,0.296,0.0,0.0,0.0,0.0,0.099,0.0,0.0,0.0,0.253,0.0,0.0,0.0,1.0,0.747,0.901,1.0,1.0,1028200024193347584,1028254214651146240,1028227274154205185,1028291379938684928,1028258303753760769,2018-08-11 08:42:43+00:00,2018-08-11 12:18:03+00:00,2018-08-11 10:31:00+00:00,2018-08-11 14:45:44+00:00,2018-08-11 12:34:18+00:00,".@NASA delays launch of space probe to study the Sun 🛰️☀️ 

Launch teams will try again tomorrow… https://t.co/lRsTsMxAXU",Teenage girl seriously injured after being pushed off a 60-foot bridge in Washington state https://t.co/IXrbM5l2bR https://t.co/KkHPY3bZTL,Uber competitor Via is expanding worldwide and gets the vast majority of their riders to share rides instead of goi… https://t.co/66CwdHp3rE,".@JohnJamesMI: "" I believe in service before self."" https://t.co/0J3z7piUYu","Amid Europe’s Heat Wave, Rare Flamingos Lay First Eggs in 15 Years https://t.co/uf3jxvx5Gu"
13,0.4215,-0.7003,-0.8316,0.0191,-0.296,0.118,0.0,0.0,0.086,0.0,0.0,0.345,0.355,0.081,0.115,0.882,0.655,0.645,0.833,0.885,1028195837250363392,1028250444236251137,1028219747035500544,1028287923873968130,1028255222286704640,2018-08-11 08:26:05+00:00,2018-08-11 12:03:04+00:00,2018-08-11 10:01:05+00:00,2018-08-11 14:32:00+00:00,2018-08-11 12:22:03+00:00,"RT @BBCNewsbeat: German police have rescued a man being chased by a baby squirrel.

The squirrel was taken into custody after it abruptly f…","Charges dropped vs. girl, 11, Tased for stealing from a Kroger market https://t.co/rMtUnM1Hvt https://t.co/eDlCsFd7sh",A 9-year-old North Carolina boy was threatened with a weapon and robbed at his lemonade stand. The robber got away… https://t.co/qlnI6NqJao,SUNDAY: Don't miss @LindseyGrahamSC's exclusive interview on @FoxNewsSunday. Check your local listings and tune in… https://t.co/NOP16iqpkl,"Fidelity introduced 2 new index mutual funds last week that have no fees whatsoever, taking the democratization of… https://t.co/IkunFd0Kyj"
14,0.0,0.0,0.0,-0.431,0.2263,0.0,0.0,0.0,0.0,0.087,0.0,0.0,0.0,0.192,0.0,1.0,1.0,1.0,0.808,0.913,1028195760091930624,1028246665952669696,1028212174676807681,1028287169851535360,1028250185825234944,2018-08-11 08:25:46+00:00,2018-08-11 11:48:03+00:00,2018-08-11 09:31:00+00:00,2018-08-11 14:29:00+00:00,2018-08-11 12:02:02+00:00,.@NASA is set to launch a satellite which will go closer to the Sun than any mission has done before 🛰️☀️… https://t.co/WsTdtfzhmz,The shoe company Crocs is closing the last manufacturing factory https://t.co/8yCuRETwms https://t.co/awQ6Agyacs,"What does it take to make a Dreamliner? CNN's @RichardQuest goes inside Boeing's factory in Everett, Washington — t… https://t.co/2cqNYjAMxz",".@charliekirk11: ""The intolerance of the left never ceases to amaze me."" https://t.co/mejQbELayt https://t.co/pOWUnrnqpT","President Trump was hailed for saving an Indiana factory in 2016. Now morale is down, absenteeism is up and workers… https://t.co/TVr7hUD9Zf"
15,-0.5514,0.0,0.0,-0.2732,0.0,0.0,0.0,0.0,0.0,0.0,0.151,0.0,0.0,0.123,0.0,0.849,1.0,1.0,0.877,1.0,1028186243337789440,1028242890609319937,1028204664519643136,1028283936991006721,1028244915719942147,2018-08-11 07:47:57+00:00,2018-08-11 11:33:03+00:00,2018-08-11 09:01:09+00:00,2018-08-11 14:16:09+00:00,2018-08-11 11:41:06+00:00,"RT @BBCSteveR: Slamming US sanctions, one Russian paper today asks ""What next? An atom bomb on Moscow?"" Suggestions for retaliation include…","Rate of pregnant women addicted to opioids skyrocketed in 15 years, CDC says https://t.co/VQtI8nAgmR https://t.co/IacRM82S8i","Nine Guatemalan children were reunited with their parents, months after they had been separated at the US border as… https://t.co/4hE04Mne0g","BREAKING NEWS: Rep. Chris Collins suspends re-election campaign after being indicted on insider trading charges
https://t.co/es1qZc1bAZ","Betsy DeVos, in her latest and most dramatic move to de-regulate for-profit colleges and universities, announced sh… https://t.co/8eLvcad2GD"
16,0.0,0.0,0.0,-0.6124,-0.5267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263,0.167,1.0,1.0,1.0,0.737,0.833,1028185811282526210,1028239117132419073,1028189545089703936,1028283322278047746,1028240123568246784,2018-08-11 07:46:14+00:00,2018-08-11 11:18:03+00:00,2018-08-11 08:01:05+00:00,2018-08-11 14:13:43+00:00,2018-08-11 11:22:03+00:00,"Nasa is about to launch its mission 'to touch the Sun' 🛰️☀️ https://t.co/VQfdWSrWOy

🚀 Watch the lift-off live ➡️… https://t.co/UWC2Ihlu6X","Jeff Fager tells staff he's back at ""60 Minutes"" https://t.co/tZvocCXDJG https://t.co/CAQKmt3xPr","At the age of 30, Adrienne Bennett became the first black female master plumber in the US. Now, 30 years later, she… https://t.co/wLrxtgT7YV","Moments ago, President @realDonaldTrump tweeted about low unemployment statistics in the African American and Hispa… https://t.co/ScTH8ampoZ","RT @nytpolitics: Five days after Bill Clinton's impeachment, Brett Kavanaugh urged the independent counsel pursue a criminal indictment of…"
17,-0.7351,-0.25,-0.2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,0.125,0.087,0.0,0.0,0.392,0.875,0.913,1.0,1.0,1028175748744585217,1028235342430789632,1028188971451535360,1028282443256750080,1028235109080678400,2018-08-11 07:06:15+00:00,2018-08-11 11:03:03+00:00,2018-08-11 07:58:48+00:00,2018-08-11 14:10:13+00:00,2018-08-11 11:02:08+00:00,Dublin: Watchdog investigating fatal crash https://t.co/HraLQqc4nd,"White Supremacists will gather in Charlottesville, Va after last years rally left 1 person dead… https://t.co/HKNQUerlcq",An airline mechanic stole an empty plane from the Seattle-Tacoma International Airport and flew it for an hour with… https://t.co/iO7dClLo5x,.@HuntsmanAbby is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/q5AEmm9wk4,Many elderly patients never quite recover from a hospital visit. Why? https://t.co/laaxNWdIPs
18,-0.4588,0.4588,0.0,0.0,-0.3947,0.0,0.188,0.0,0.0,0.0,0.273,0.0,0.0,0.0,0.104,0.727,0.812,1.0,1.0,0.896,1028140985396670467,1028231568282845185,1028181979039035392,1028278625408303104,1028227550387101696,2018-08-11 04:48:07+00:00,2018-08-11 10:48:04+00:00,2018-08-11 07:31:01+00:00,2018-08-11 13:55:03+00:00,2018-08-11 10:32:06+00:00,California wildfires: Thousands evacuated as Lake Elsinore threatened https://t.co/6SWgLeUvxk,Ex-Roger Stone aide refuses to testify before grand jury in Mueller probe https://t.co/9fH00bGsRs https://t.co/H29p7vDeKg,"Dubai now has its first commercial indoor vertical farm, which could change the food industry in years to come… https://t.co/8egErIgXJ1",Pro-Trump New York artist erects 20-foot-tall likeness of @POTUS on lawn https://t.co/DMMif1MTlH https://t.co/aezkssW4AX,"RT @nytimesarts: After serving in Iraq, where he went on more than 200 combat missions, Nico Walker became an opioid addict and serial bank…"
19,0.0,0.0,0.8402,0.5859,-0.6908,0.0,0.0,0.346,0.324,0.0,0.0,0.0,0.0,0.0,0.263,1.0,1.0,0.654,0.676,0.737,1028138234805714944,1028227790947213314,1028178763320893440,1028274898874126336,1028219996344930304,2018-08-11 04:37:11+00:00,2018-08-11 10:33:03+00:00,2018-08-11 07:18:14+00:00,2018-08-11 13:40:14+00:00,2018-08-11 10:02:05+00:00,'Stolen' plane closes Seattle airport https://t.co/bwkTSvb8eQ,How to make the most of your vacation https://t.co/Ed0oFrjje5 https://t.co/JjMW3cd56g,What classic comedy bit is guaranteed to make you laugh?  Explore the magic that happens whenever two funny people… https://t.co/I2xJw7vZRr,"Spike Lee, John David Washington hope to spark conversation with 'BlacKkKlansman'
https://t.co/MsAjbhyp0J","The Trump administration is planning to suspend examinations of lenders for violations of the Military Lending Act,… https://t.co/FdidYHa9zq"
20,-0.7003,0.0,0.0,-0.34,0.0,0.0,0.0,0.0,0.107,0.0,0.537,0.0,0.0,0.167,0.0,0.463,1.0,1.0,0.726,1.0,1028061046521638913,1028224016484630529,1028174432739766272,1028273577290813440,1028217848466956289,2018-08-10 23:30:28+00:00,2018-08-11 10:18:03+00:00,2018-08-11 07:01:01+00:00,2018-08-11 13:34:59+00:00,2018-08-11 09:53:33+00:00,South Africa risks 'Zimbabwe-style land chaos' https://t.co/g9wcRe1LTp,"Los Alamos whistleblower: ""We were up to our neck in possible espionage"" https://t.co/fJB7jhpPTt https://t.co/bqVLQyfE5T","LeBron James will executive-produce a three-part docuseries for Showtime called ""Shut Up and Dribble,"" about the ev… https://t.co/kePIg55FDs","'Let's Do It Like Eisenhower': Chicago Pastor Calls on Trump to Send Troops, If Needed, to Violent City https://t.co/8Oj0QWzliL","Nonfiction: Black, Gay and Becoming Visible https://t.co/mTQDuGuL2m"
21,-0.5719,-0.296,0.3818,0.0,-0.5719,0.0,0.0,0.133,0.0,0.0,0.316,0.18,0.0,0.0,0.163,0.684,0.82,0.867,1.0,0.837,1028059685973381120,1028220250637119488,1028170665420042240,1028270870551244800,1028212430055170051,2018-08-10 23:25:04+00:00,2018-08-11 10:03:05+00:00,2018-08-11 06:46:03+00:00,2018-08-11 13:24:14+00:00,2018-08-11 09:32:01+00:00,The horror story inside an Indian children's home https://t.co/9Y9sFyPq9H,"Trump moves to raise tariffs on Turkey, upping pressure https://t.co/xv0SEsvg8y https://t.co/SsCx7IXjXG",Education Secretary Betsy DeVos is rolling back another Obama-era regulation that was meant to protect students fro… https://t.co/fsrz3PTwBL,Indonesian island lifted 10 inches by deadly quake https://t.co/gNnNHevCVv,"RT @nytimesworld: An estimated 100,000 people gathered in Bucharest’s Piata Victoriei to express their anger at the Romanian government, wi…"
22,-0.2732,-0.25,-0.4939,-0.6705,0.0,0.0,0.0,0.0,0.0,0.0,0.174,0.143,0.127,0.333,0.0,0.826,0.857,0.873,0.667,1.0,1028056943737425920,1028216467815325696,1028167912132169728,1028267128946872320,1028208782130786304,2018-08-10 23:14:10+00:00,2018-08-11 09:48:03+00:00,2018-08-11 06:35:07+00:00,2018-08-11 13:09:22+00:00,2018-08-11 09:17:31+00:00,Charlottesville: Why one man is suing Alex Jones for defamation https://t.co/k5oVl6mau7,Indian lawmaker dresses up as Adolf Hitler to protest PM's policies https://t.co/79UqhyJxCh https://t.co/71wZTQD5lU,Video appears to show the plane that was stolen by an airline worker flying in the sky moments before it crashed in… https://t.co/VlgdLehYbi,"2 cops, musician among those killed in shooting in Canada https://t.co/jPEY9I75BQ","Casey Legler was the first woman to sign to the men’s board at Ford Models, but that is far from the only interesti… https://t.co/zAyJ3pKKMA"
23,-0.8689,0.0,0.0,0.4019,0.0,0.0,0.168,0.0,0.124,0.0,0.643,0.168,0.0,0.0,0.0,0.357,0.663,1.0,0.876,1.0,1028055487164637186,1028212694741078017,1028166876004671488,1028264777263534080,1028204496156090368,2018-08-10 23:08:23+00:00,2018-08-11 09:33:04+00:00,2018-08-11 06:31:00+00:00,2018-08-11 13:00:01+00:00,2018-08-11 09:00:29+00:00,Monsanto ordered to pay $289m damages to cancer victim https://t.co/hKvpPokrHm,President Trump's announcement doubling tariffs on Turkey comes after failure to free American pastor… https://t.co/Y3ObzknTL1,"The Boeing 747 has revolutionized commercial flight, transported space shuttles and hosted presidents. 

This is th… https://t.co/zjuQT2zy65",Music’s Mr. Worldwide — @pitbull tells @HarveyLevinTMZ how he came up from nothing and is now working to help other… https://t.co/yXlzUfVWnV,RT @jennyschuessler: How a guy randomly messing around on the internet one night uncovered new information about Langston Hughes’s early li…
24,0.0,0.4404,0.0,0.4215,0.0,0.0,0.195,0.0,0.157,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.805,1.0,0.843,1.0,1028028021394087937,1028208916780539904,1028163124992589825,1028261543874572288,1028200394558787584,2018-08-10 21:19:14+00:00,2018-08-11 09:18:03+00:00,2018-08-11 06:16:06+00:00,2018-08-11 12:47:10+00:00,2018-08-11 08:44:11+00:00,"RT @BBCBusiness: Tesla's Elon Musk in the hot seat, again https://t.co/tO23B24eFR",Democrats' hope of taking the House could hit roadblock in Minnesota https://t.co/8oYRFfK2A5 https://t.co/A7wUVDkuOP,"Buzz Aldrin calls the Trump administration's Space Force ""one giant leap in the right direction""… https://t.co/5Nb7aoeCQT",Stormy Daniels attorney Michael Avenatti: 'I'm exploring a run for the presidency of the United States' https://t.co/knADNEL55T,Phys Ed: Why We All Need to Drink More During Hot Weather Exercise https://t.co/4kvanPtamN
25,-0.2263,0.1531,-0.6486,0.5574,0.4215,0.0,0.151,0.0,0.265,0.109,0.241,0.0,0.218,0.0,0.0,0.759,0.849,0.782,0.735,0.891,1028027568698445824,1028205147372113920,1028159674175119360,1028260529142419457,1028197583272009728,2018-08-10 21:17:26+00:00,2018-08-11 09:03:04+00:00,2018-08-11 06:02:23+00:00,2018-08-11 12:43:08+00:00,2018-08-11 08:33:01+00:00,Romanian police clash with anti-government protesters https://t.co/yBeLkhJ9xz,Hunting for a job? Be careful what you post https://t.co/V1TThCUkTB https://t.co/76WSLLb1bE,"When a woman tried to run away from a stolen SUV that crashed near a pasture in Florida, a herd of cows cornered th… https://t.co/udQe2OzkKg",West Virginia lawmakers move to impeach entire Supreme Court https://t.co/EBfTNErgLZ https://t.co/ZXpKNz2Eqh,RT @AndrewDasNYT: It's easier than ever to watch European soccer on TV. Except when it's not. @kevinmdraper tried to get a handle on an inc…
26,0.0,0.0,0.0,-0.4767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181,0.0,1.0,1.0,1.0,0.819,1.0,1028015006246477825,1028201369776222208,1028155573487976448,1028259801191596032,1028190990128037888,2018-08-10 20:27:31+00:00,2018-08-11 08:48:04+00:00,2018-08-11 05:46:05+00:00,2018-08-11 12:40:15+00:00,2018-08-11 08:06:49+00:00,How one Canadian couple found a $27k Cheeto https://t.co/2yLyauQVcb,"Archaeologists in Mexico have discovered human remains they believe date back 7,000 years https://t.co/T5Zu7orFkf https://t.co/EhDGZcxdCl","A Nigerian radio station has been fined for broadcasting ""vulgar lyrics"" in ""This is Nigeria,"" a viral cover of Chi… https://t.co/3FCdnDbsLR",Mexican citizen previously deported with long rap sheet arrested in US for 10th time https://t.co/HFxhqEQ9Q7,ProPublica will fund investigative reporting projects by 7 local news organizations beginning next year https://t.co/4Kiir37qAt
27,0.4102,0.4588,-0.4767,0.0,0.7717,0.111,0.188,0.054,0.0,0.391,0.0,0.0,0.158,0.0,0.0,0.889,0.812,0.788,1.0,0.609,1028005860339929088,1028197596983123968,1028152990614601728,1028255794217844736,1028186913570783232,2018-08-10 19:51:11+00:00,2018-08-11 08:33:04+00:00,2018-08-11 05:35:49+00:00,2018-08-11 12:24:20+00:00,2018-08-11 07:50:37+00:00,"RT @BBCSport: Pascal Martiniot-Lagarde is the European 110m hurdles champion!

It was SO CLOSE but he was given it on thousandths of a seco…",Interest rates on CDs finally above 3% -- highest in 10 years https://t.co/lucmQZ1Vbp https://t.co/EuaApshW0p,"A stolen plane with only an airline employee aboard has crashed after an unauthorized takeoff, officials at Seattle… https://t.co/e8NjZDPz4M","In politics, August can be the most volatile month (via @ChadPergram) https://t.co/v4B5IgT4TY","36 Hours in Boise (and beyond): Enjoy frontier charm, fine food, and — Basque culture? https://t.co/lRK1d9idxG"
